,pos,neg,senti_score,label
1942,1,3,-2,0.0
1943,13,8,5,1.0
1944,5,0,5,1.0
1945,3,3,0,1.0
1946,2,0,2,1.0
1947,24,36,-12,0.0
1948,6,3,3,1.0
1949,9,3,6,1.0
1950,7,7,0,1.0
1951,1,0,1,1.0
1952,15,12,3,1.0
1953,9,6,3,1.0
1954,6,4,2,1.0
1955,6,7,-1,0.0
1956,15,9,6,1.0
1957,4,3,1,1.0
1958,11,13,-2,0.0
1959,10,7,3,1.0
1960,16,20,-4,0.0
1961,4,7,-3,0.0
1962,30,18,12,1.0
1963,11,9,2,1.0
1964,5,5,0,1.0
1965,2,1,1,1.0
1966,2,1,1,1.0
1967,0,0,0,1.0
1968,4,1,3,1.0
1969,4,1,3,1.0
1970,0,2,-2,0.0
1971,10,6,4,1.0
1972,1,0,1,1.0
1973,1,2,-1,0.0
1974,15,14,1,1.0
1975,3,3,0,1.0
1976,3,1,2,1.0
1977,6,7,-1,0.0
1978,4,4,0,1.0
1979,2,0,2,1.0
1980,7,2,5,1.0
1981,3,1,2,1.0
1982,8,5,3,1.0
1983,1,2,-1,0.0
1984,2,1,1,1.0
1985,7,7,0,1.0
1986,5,11,-6,0.0
1987,7,7,0,1.0
1988,1,1,0,1.0
1989,2,0,2,1.0
1990,8,7,1,1.0
1991,21,13,8,1.0
1992,8,9,-1,0.0
1993,24,20,4,1.0
1994,1,3,-2,0.0
1995,0,0,0,1.0
1996,5,5,0,1.0
1997,3,3,0,1.0
1998,8,5,3,1.0
1999,9,15,-6,0.0
2000,0,1,-1,0.0
2001,0,1,-1,0.0
2002,2,1,1,1.0
2003,10,8,2,1.0
2004,8,5,3,1.0
2005,4,7,-3,0.0
2006,7,9,-2,0.0
2007,2,1,1,1.0
2008,1,1,0,1.0
2009,4,4,0,1.0
2010,8,3,5,1.0
2011,9,2,7,1.0
2012,4,1,3,1.0
2013,11,22,-11,0.0
2014,1,0,1,1.0
2015,8,10,-2,0.0
2016,0,2,-2,0.0
2017,13,12,1,1.0
2018,3,6,-3,0.0
2019,12,8,4,1.0
2020,27,23,4,1.0
2021,4,4,0,1.0
2022,3,1,2,1.0
2023,4,18,-14,0.0
2024,14,13,1,1.0
2025,5,8,-3,0.0
2026,16,9,7,1.0
2027,4,8,-4,0.0
2028,4,3,1,1.0
2029,5,11,-6,0.0
2030,9,15,-6,0.0
2031,4,3,1,1.0
2032,11,8,3,1.0
2033,0,0,0,1.0
2034,5,3,2,1.0
2035,5,5,0,1.0
2036,9,10,-1,0.0
2037,4,4,0,1.0
2038,0,1,-1,0.0
2039,4,7,-3,0.0
2040,5,11,-6,0.0
2041,3,1,2,1.0
2042,5,1,4,1.0
2043,10,8,2,1.0
2044,15,9,6,1.0
2045,21,17,4,1.0
2046,2,6,-4,0.0
2047,6,6,0,1.0
2048,3,3,0,1.0
2049,5,4,1,1.0
2050,15,9,6,1.0
2051,3,1,2,1.0
2052,2,6,-4,0.0
2053,38,18,20,1.0
2054,1,1,0,1.0
2055,8,3,5,1.0
2056,2,6,-4,0.0
2057,4,3,1,1.0
2058,10,11,-1,0.0
2059,11,12,-1,0.0
2060,5,3,2,1.0
2061,1,1,0,1.0
2062,4,6,-2,0.0
2063,10,9,1,1.0
2064,0,0,0,1.0
2065,0,1,-1,0.0
2066,3,9,-6,0.0
2067,5,2,3,1.0
2068,13,7,6,1.0
2069,31,46,-15,0.0
2070,12,4,8,1.0
2071,8,1,7,1.0
2072,12,9,3,1.0
2073,2,4,-2,0.0
2074,12,7,5,1.0
2075,20,15,5,1.0
2076,11,6,5,1.0
2077,38,21,17,1.0
2078,15,20,-5,0.0
2079,7,8,-1,0.0
2080,7,7,0,1.0
2081,12,18,-6,0.0
2082,17,33,-16,0.0
2083,10,6,4,1.0
2084,5,4,1,1.0
2085,28,26,2,1.0
2086,3,0,3,1.0
2087,5,7,-2,0.0
2088,1,1,0,1.0
2089,13,12,1,1.0
2090,4,6,-2,0.0
2091,7,4,3,1.0
2092,5,9,-4,0.0
2093,10,10,0,1.0
2094,5,6,-1,0.0
2095,14,12,2,1.0
2096,5,12,-7,0.0
2097,28,26,2,1.0
2098,6,3,3,1.0
2099,12,16,-4,0.0
2100,9,6,3,1.0
2101,2,5,-3,0.0
2102,3,2,1,1.0
2103,4,5,-1,0.0
2104,14,11,3,1.0
2105,9,11,-2,0.0
2106,1,4,-3,0.0
2107,9,5,4,1.0
2108,2,18,-16,0.0
2109,6,5,1,1.0
2110,8,14,-6,0.0
2111,5,3,2,1.0
2112,18,18,0,1.0
2113,7,9,-2,0.0
2114,2,0,2,1.0
2115,1,1,0,1.0
2116,5,5,0,1.0
2117,0,0,0,1.0
2118,0,0,0,1.0
2119,0,0,0,1.0
2120,3,1,2,1.0
2121,11,15,-4,0.0
2122,19,11,8,1.0
2123,5,7,-2,0.0
2124,17,24,-7,0.0
2125,3,5,-2,0.0
2126,2,2,0,1.0
2127,20,12,8,1.0
2128,9,6,3,1.0
2129,5,3,2,1.0
2130,1,0,1,1.0
2131,1,1,0,1.0
2132,3,2,1,1.0
2133,0,0,0,1.0
2134,0,0,0,1.0
2135,1,0,1,1.0
2136,29,33,-4,0.0
2137,1,0,1,1.0
2138,17,7,10,1.0
2139,7,3,4,1.0
2140,0,0,0,1.0
2141,17,17,0,1.0
2142,4,6,-2,0.0
2143,9,12,-3,0.0
2144,10,3,7,1.0
2145,2,1,1,1.0
2146,5,1,4,1.0
2147,3,2,1,1.0
2148,12,6,6,1.0
2149,1,2,-1,0.0
2150,0,0,0,1.0
2151,0,0,0,1.0
2152,6,3,3,1.0
2153,1,2,-1,0.0
2154,1,2,-1,0.0
2155,5,5,0,1.0
2156,0,1,-1,0.0
2157,5,2,3,1.0
2158,11,18,-7,0.0
2159,12,10,2,1.0
2160,8,7,1,1.0
2161,3,2,1,1.0
2162,5,6,-1,0.0
2163,9,4,5,1.0
2164,1,0,1,1.0
2165,4,9,-5,0.0
2166,6,5,1,1.0
2167,17,6,11,1.0
2168,3,6,-3,0.0
2169,13,6,7,1.0
2170,5,9,-4,0.0
2171,1,4,-3,0.0
2172,1,6,-5,0.0
2173,15,17,-2,0.0
2174,7,2,5,1.0
2175,6,5,1,1.0
2176,4,0,4,1.0
2177,3,3,0,1.0
2178,1,2,-1,0.0
2179,12,10,2,1.0
2180,2,2,0,1.0
2181,4,3,1,1.0
2182,1,0,1,1.0
2183,11,11,0,1.0
2184,9,15,-6,0.0
2185,20,7,13,1.0
2186,10,11,-1,0.0
2187,12,15,-3,0.0
2188,9,8,1,1.0
2189,15,21,-6,0.0
2190,2,9,-7,0.0
2191,1,3,-2,0.0
2192,2,3,-1,0.0
2193,0,1,-1,0.0
2194,7,12,-5,0.0
2195,11,18,-7,0.0
2196,3,6,-3,0.0
2197,1,0,1,1.0
2198,20,17,3,1.0
2199,4,0,4,1.0
2200,1,0,1,1.0
2201,5,5,0,1.0
2202,0,3,-3,0.0
2203,10,12,-2,0.0
2204,3,2,1,1.0
2205,3,7,-4,0.0
2206,21,23,-2,0.0
2207,6,2,4,1.0
2208,6,1,5,1.0
2209,3,2,1,1.0
2210,1,4,-3,0.0
2211,14,15,-1,0.0
2212,0,1,-1,0.0
2213,1,2,-1,0.0
2214,1,0,1,1.0
2215,10,4,6,1.0
2216,1,2,-1,0.0
2217,6,4,2,1.0
2218,8,4,4,1.0
2219,2,1,1,1.0
2220,9,8,1,1.0
2221,0,2,-2,0.0
2222,4,4,0,1.0
2223,6,6,0,1.0
2224,8,5,3,1.0
2225,0,0,0,1.0
2226,5,7,-2,0.0
2227,10,6,4,1.0
2228,15,8,7,1.0
2229,5,7,-2,0.0
2230,21,15,6,1.0
2231,8,2,6,1.0
2232,3,1,2,1.0
2233,2,1,1,1.0
2234,11,11,0,1.0
2235,14,12,2,1.0
2236,13,14,-1,0.0
2237,3,1,2,1.0
2238,23,22,1,1.0
2239,14,8,6,1.0
2240,2,1,1,1.0
2241,11,8,3,1.0
2242,5,2,3,1.0
2243,2,6,-4,0.0
2244,7,2,5,1.0
2245,7,4,3,1.0
2246,3,3,0,1.0
2247,9,3,6,1.0
2248,11,4,7,1.0
2249,1,5,-4,0.0
2250,19,16,3,1.0
2251,9,2,7,1.0
2252,5,9,-4,0.0
2253,13,6,7,1.0
2254,12,20,-8,0.0
2255,14,5,9,1.0
2256,7,4,3,1.0
2257,4,1,3,1.0
2258,6,6,0,1.0
2259,3,0,3,1.0
2260,9,3,6,1.0
2261,36,41,-5,0.0
2262,10,8,2,1.0
2263,11,6,5,1.0
2264,5,0,5,1.0
2265,13,15,-2,0.0
2266,4,8,-4,0.0
2267,3,5,-2,0.0
2268,1,1,0,1.0
2269,2,2,0,1.0
2270,2,4,-2,0.0
2271,6,6,0,1.0
2272,6,6,0,1.0
2273,6,9,-3,0.0
2274,6,7,-1,0.0
2275,2,3,-1,0.0
2276,11,5,6,1.0
2277,5,7,-2,0.0
2278,10,6,4,1.0
2279,2,2,0,1.0
2280,7,3,4,1.0
2281,4,1,3,1.0
2282,12,9,3,1.0
2283,4,1,3,1.0
2284,6,6,0,1.0
2285,15,6,9,1.0
2286,0,3,-3,0.0
2287,5,0,5,1.0
2288,5,1,4,1.0
2289,2,3,-1,0.0
2290,6,8,-2,0.0
2291,0,0,0,1.0
2292,5,7,-2,0.0
2293,0,2,-2,0.0
2294,3,1,2,1.0
2295,5,4,1,1.0
2296,5,4,1,1.0
2297,3,3,0,1.0
2298,5,5,0,1.0
2299,20,13,7,1.0
2300,2,2,0,1.0
2301,2,4,-2,0.0
2302,6,4,2,1.0
2303,3,3,0,1.0
2304,3,6,-3,0.0
2305,3,7,-4,0.0
2306,1,4,-3,0.0
2307,10,7,3,1.0
2308,9,15,-6,0.0
2309,16,23,-7,0.0
2310,4,2,2,1.0
2311,7,5,2,1.0
2312,3,0,3,1.0
2313,0,0,0,1.0
2314,10,9,1,1.0
2315,9,7,2,1.0
2316,0,1,-1,0.0
2317,4,1,3,1.0
2318,10,11,-1,0.0
2319,5,4,1,1.0
2320,11,4,7,1.0
2321,11,3,8,1.0
2322,9,5,4,1.0
2323,13,4,9,1.0
2324,7,5,2,1.0
2325,2,0,2,1.0
2326,5,3,2,1.0
2327,8,4,4,1.0
2328,8,11,-3,0.0
2329,5,5,0,1.0
2330,3,0,3,1.0
2331,9,4,5,1.0
2332,13,9,4,1.0
2333,5,3,2,1.0
2334,9,8,1,1.0
2335,5,7,-2,0.0
2336,1,0,1,1.0
2337,0,1,-1,0.0
2338,21,6,15,1.0
2339,0,0,0,1.0
2340,1,1,0,1.0
2341,13,11,2,1.0
2342,12,7,5,1.0
2343,9,2,7,1.0
2344,5,8,-3,0.0
2345,0,2,-2,0.0
2346,4,4,0,1.0
2347,13,7,6,1.0
2348,1,1,0,1.0
2349,2,1,1,1.0
2350,3,2,1,1.0
2351,6,1,5,1.0
2352,12,10,2,1.0
2353,1,0,1,1.0
2354,2,4,-2,0.0
2355,7,12,-5,0.0
2356,4,1,3,1.0
2357,4,2,2,1.0
2358,2,1,1,1.0
2359,7,6,1,1.0
2360,1,2,-1,0.0
2361,5,1,4,1.0
2362,1,0,1,1.0
2363,0,2,-2,0.0
2364,30,17,13,1.0
2365,2,1,1,1.0
2366,0,0,0,1.0
2367,4,1,3,1.0
2368,11,6,5,1.0
2369,12,12,0,1.0
2370,3,1,2,1.0
2371,5,4,1,1.0
2372,2,6,-4,0.0
2373,8,12,-4,0.0
2374,22,10,12,1.0
2375,2,2,0,1.0
2376,2,2,0,1.0
2377,1,2,-1,0.0
2378,4,1,3,1.0
2379,6,4,2,1.0
2380,1,3,-2,0.0
2381,13,8,5,1.0
2382,15,12,3,1.0
2383,7,7,0,1.0
2384,6,5,1,1.0
2385,3,3,0,1.0
2386,2,1,1,1.0
2387,5,0,5,1.0
2388,11,11,0,1.0
2389,12,2,10,1.0
2390,9,8,1,1.0
2391,15,8,7,1.0
2392,0,0,0,1.0
2393,0,3,-3,0.0
2394,2,3,-1,0.0
2395,11,10,1,1.0
2396,10,10,0,1.0
2397,14,9,5,1.0
2398,20,21,-1,0.0
2399,0,1,-1,0.0
2400,3,1,2,1.0
2401,9,7,2,1.0
2402,16,20,-4,0.0
2403,1,2,-1,0.0
2404,9,7,2,1.0
2405,18,8,10,1.0
2406,11,12,-1,0.0
2407,6,6,0,1.0
2408,0,1,-1,0.0
2409,0,1,-1,0.0
2410,3,4,-1,0.0
2411,6,1,5,1.0
2412,4,6,-2,0.0
2413,0,0,0,1.0
2414,15,11,4,1.0
2415,10,16,-6,0.0
2416,3,1,2,1.0
2417,4,3,1,1.0
2418,8,6,2,1.0
2419,6,13,-7,0.0
2420,8,1,7,1.0
2421,0,0,0,1.0
2422,0,0,0,1.0
2423,2,1,1,1.0
2424,7,10,-3,0.0
2425,21,15,6,1.0
2426,12,6,6,1.0
2427,0,0,0,1.0
2428,0,0,0,1.0
2429,1,0,1,1.0
2430,1,0,1,1.0
2431,13,7,6,1.0
2432,4,3,1,1.0
2433,4,1,3,1.0
2434,1,0,1,1.0
2435,0,2,-2,0.0
2436,21,23,-2,0.0
2437,8,3,5,1.0
2438,9,6,3,1.0
2439,7,7,0,1.0
2440,6,4,2,1.0
2441,16,15,1,1.0
2442,9,8,1,1.0
2443,3,4,-1,0.0
2444,4,11,-7,0.0
2445,16,15,1,1.0
2446,1,1,0,1.0
2447,12,16,-4,0.0
2448,15,9,6,1.0
2449,3,1,2,1.0
2450,4,3,1,1.0
2451,8,14,-6,0.0
2452,1,0,1,1.0
2453,4,2,2,1.0
2454,1,5,-4,0.0
2455,13,7,6,1.0
2456,1,3,-2,0.0
2457,6,8,-2,0.0
2458,0,1,-1,0.0
2459,19,16,3,1.0
2460,1,0,1,1.0
2461,1,5,-4,0.0
2462,7,5,2,1.0
2463,5,11,-6,0.0
2464,4,7,-3,0.0
2465,5,3,2,1.0
2466,18,13,5,1.0
2467,10,3,7,1.0
2468,5,6,-1,0.0
2469,3,3,0,1.0
2470,6,2,4,1.0
2471,8,3,5,1.0
2472,2,2,0,1.0
2473,22,15,7,1.0
2474,5,4,1,1.0
2475,3,4,-1,0.0
2476,10,5,5,1.0
2477,8,7,1,1.0
2478,3,3,0,1.0
2479,2,1,1,1.0
2480,9,5,4,1.0
2481,4,0,4,1.0
2482,18,17,1,1.0
2483,2,1,1,1.0
2484,5,6,-1,0.0
2485,2,4,-2,0.0
2486,2,4,-2,0.0
2487,5,2,3,1.0
2488,1,8,-7,0.0
2489,4,6,-2,0.0
2490,9,4,5,1.0
2491,4,1,3,1.0
2492,19,11,8,1.0
2493,11,12,-1,0.0
2494,5,0,5,1.0
2495,2,0,2,1.0
2496,1,0,1,1.0
2497,4,1,3,1.0
2498,4,3,1,1.0
2499,1,1,0,1.0
2500,4,3,1,1.0
2501,3,4,-1,0.0
2502,17,13,4,1.0
2503,8,5,3,1.0
2504,1,0,1,1.0
2505,5,3,2,1.0
2506,0,0,0,1.0
2507,5,1,4,1.0
2508,0,0,0,1.0
2509,4,1,3,1.0
2510,5,10,-5,0.0
2511,5,6,-1,0.0
2512,5,4,1,1.0
2513,5,8,-3,0.0
2514,0,4,-4,0.0
2515,24,19,5,1.0
2516,16,13,3,1.0
2517,3,1,2,1.0
2518,4,1,3,1.0
2519,2,2,0,1.0
2520,7,3,4,1.0
2521,24,29,-5,0.0
2522,7,6,1,1.0
2523,5,2,3,1.0
2524,8,11,-3,0.0
2525,3,2,1,1.0
2526,4,4,0,1.0
2527,5,8,-3,0.0
2528,9,7,2,1.0
2529,7,6,1,1.0
2530,0,0,0,1.0
2531,8,12,-4,0.0
2532,6,7,-1,0.0
2533,11,14,-3,0.0
2534,3,4,-1,0.0
2535,4,3,1,1.0
2536,28,24,4,1.0
2537,1,1,0,1.0
2538,7,4,3,1.0
2539,4,2,2,1.0
2540,16,9,7,1.0
2541,15,18,-3,0.0
2542,9,6,3,1.0
2543,9,3,6,1.0
2544,7,2,5,1.0
2545,5,5,0,1.0
2546,0,1,-1,0.0
2547,8,5,3,1.0
2548,1,0,1,1.0
2549,3,5,-2,0.0
2550,16,15,1,1.0
2551,11,7,4,1.0
2552,1,1,0,1.0
2553,5,17,-12,0.0
2554,4,2,2,1.0
2555,6,4,2,1.0
2556,1,1,0,1.0
2557,1,6,-5,0.0
2558,12,8,4,1.0
2559,4,8,-4,0.0
2560,4,2,2,1.0
2561,2,3,-1,0.0
2562,2,4,-2,0.0
2563,8,5,3,1.0
2564,1,1,0,1.0
2565,0,0,0,1.0
2566,2,0,2,1.0
2567,9,1,8,1.0
2568,9,6,3,1.0
2569,5,3,2,1.0
2570,20,12,8,1.0
2571,0,0,0,1.0
2572,6,8,-2,0.0
2573,16,10,6,1.0
2574,11,9,2,1.0
2575,7,6,1,1.0
2576,0,0,0,1.0
2577,0,0,0,1.0
2578,0,2,-2,0.0
2579,3,4,-1,0.0
2580,7,3,4,1.0
2581,12,13,-1,0.0
2582,6,10,-4,0.0
2583,14,12,2,1.0
2584,6,10,-4,0.0
2585,4,1,3,1.0
2586,0,0,0,1.0
2587,0,0,0,1.0
2588,10,8,2,1.0
2589,10,7,3,1.0
2590,22,14,8,1.0
2591,16,22,-6,0.0
2592,6,4,2,1.0
2593,9,5,4,1.0
2594,13,12,1,1.0
2595,3,5,-2,0.0
2596,4,6,-2,0.0
2597,6,3,3,1.0
2598,13,13,0,1.0
2599,8,6,2,1.0
2600,11,9,2,1.0
2601,2,4,-2,0.0
2602,6,8,-2,0.0
2603,5,7,-2,0.0
2604,2,2,0,1.0
2605,3,4,-1,0.0
2606,5,5,0,1.0
2607,0,0,0,1.0
2608,15,9,6,1.0
2609,18,13,5,1.0
2610,17,17,0,1.0
2611,8,7,1,1.0
2612,13,12,1,1.0
2613,9,7,2,1.0
2614,4,3,1,1.0
2615,7,5,2,1.0
2616,5,0,5,1.0
2617,3,2,1,1.0
2618,6,2,4,1.0
2619,6,8,-2,0.0
2620,3,2,1,1.0
2621,3,3,0,1.0
2622,32,29,3,1.0
2623,2,3,-1,0.0
2624,13,10,3,1.0
2625,8,5,3,1.0
2626,8,12,-4,0.0
2627,7,6,1,1.0
2628,36,25,11,1.0
2629,4,4,0,1.0
2630,4,5,-1,0.0
2631,7,6,1,1.0
2632,13,14,-1,0.0
2633,3,13,-10,0.0
2634,4,6,-2,0.0
2635,9,15,-6,0.0
2636,10,8,2,1.0
2637,20,15,5,1.0
2638,5,11,-6,0.0
2639,21,13,8,1.0
2640,0,1,-1,0.0
2641,0,2,-2,0.0
2642,6,7,-1,0.0
2643,8,11,-3,0.0
2644,5,1,4,1.0
2645,4,3,1,1.0
2646,0,1,-1,0.0
2647,13,14,-1,0.0
2648,3,1,2,1.0
2649,1,2,-1,0.0
2650,24,28,-4,0.0
2651,7,9,-2,0.0
2652,1,2,-1,0.0
2653,7,7,0,1.0
2654,0,0,0,1.0
2655,2,4,-2,0.0
2656,7,9,-2,0.0
2657,20,22,-2,0.0
2658,12,10,2,1.0
2659,5,4,1,1.0
2660,2,2,0,1.0
2661,18,9,9,1.0
2662,7,7,0,1.0
2663,4,0,4,1.0
2664,2,6,-4,0.0
2665,17,12,5,1.0
2666,12,9,3,1.0
2667,3,1,2,1.0
2668,9,3,6,1.0
2669,10,13,-3,0.0
2670,2,2,0,1.0
2671,7,4,3,1.0
2672,3,2,1,1.0
2673,3,0,3,1.0
2674,6,3,3,1.0
2675,6,3,3,1.0
2676,1,0,1,1.0
2677,2,1,1,1.0
2678,1,6,-5,0.0
2679,30,14,16,1.0
2680,4,1,3,1.0
2681,5,2,3,1.0
2682,9,10,-1,0.0
2683,5,11,-6,0.0
2684,6,7,-1,0.0
2685,4,4,0,1.0
2686,4,1,3,1.0
2687,9,6,3,1.0
2688,2,2,0,1.0
2689,0,1,-1,0.0
2690,5,6,-1,0.0
2691,6,3,3,1.0
2692,2,5,-3,0.0
2693,17,18,-1,0.0
2694,4,4,0,1.0
2695,2,1,1,1.0
2696,16,9,7,1.0
2697,16,9,7,1.0
2698,2,4,-2,0.0
2699,12,10,2,1.0
2700,6,6,0,1.0
2701,3,4,-1,0.0
2702,0,2,-2,0.0
2703,2,0,2,1.0
2704,0,0,0,1.0
2705,4,5,-1,0.0
2706,5,2,3,1.0
2707,4,3,1,1.0
2708,4,7,-3,0.0
2709,3,1,2,1.0
2710,6,6,0,1.0
2711,10,1,9,1.0
2712,1,0,1,1.0
2713,7,9,-2,0.0
2714,6,6,0,1.0
2715,2,3,-1,0.0
2716,9,2,7,1.0
2717,3,0,3,1.0
2718,5,1,4,1.0
2719,3,2,1,1.0
2720,4,1,3,1.0
2721,5,3,2,1.0
2722,2,0,2,1.0
2723,1,0,1,1.0
2724,11,5,6,1.0
2725,1,1,0,1.0
2726,4,0,4,1.0
2727,18,15,3,1.0
2728,6,4,2,1.0
2729,16,17,-1,0.0
2730,6,9,-3,0.0
2731,6,6,0,1.0
2732,1,8,-7,0.0
2733,3,2,1,1.0
2734,4,4,0,1.0
2735,3,3,0,1.0
2736,5,5,0,1.0
2737,2,1,1,1.0
2738,7,3,4,1.0
2739,7,7,0,1.0
2740,13,8,5,1.0
2741,5,5,0,1.0
2742,12,8,4,1.0
2743,13,9,4,1.0
2744,5,4,1,1.0
2745,0,0,0,1.0
2746,0,0,0,1.0
2747,19,19,0,1.0
2748,3,2,1,1.0
2749,4,2,2,1.0
2750,15,9,6,1.0
2751,5,3,2,1.0
2752,6,9,-3,0.0
2753,0,0,0,1.0
2754,0,2,-2,0.0
2755,2,0,2,1.0
2756,8,9,-1,0.0
2757,2,6,-4,0.0
2758,1,0,1,1.0
2759,33,17,16,1.0
2760,0,0,0,1.0
2761,1,0,1,1.0
2762,2,3,-1,0.0
2763,14,5,9,1.0
2764,4,3,1,1.0
2765,3,1,2,1.0
2766,16,7,9,1.0
2767,2,4,-2,0.0
2768,3,1,2,1.0
2769,1,3,-2,0.0
2770,12,5,7,1.0
2771,2,1,1,1.0
2772,3,9,-6,0.0
2773,12,5,7,1.0
2774,6,2,4,1.0
2775,6,2,4,1.0
2776,8,1,7,1.0
2777,5,9,-4,0.0
2778,1,3,-2,0.0
2779,9,4,5,1.0
2780,14,9,5,1.0
2781,0,0,0,1.0
2782,3,0,3,1.0
2783,8,3,5,1.0
2784,5,5,0,1.0
2785,5,11,-6,0.0
2786,2,4,-2,0.0
2787,12,4,8,1.0
2788,7,6,1,1.0
2789,23,11,12,1.0
2790,3,1,2,1.0
2791,36,39,-3,0.0
2792,0,0,0,1.0
2793,5,4,1,1.0
2794,1,4,-3,0.0
2795,3,3,0,1.0
2796,23,22,1,1.0
2797,6,6,0,1.0
2798,4,5,-1,0.0
2799,8,11,-3,0.0
2800,7,3,4,1.0
2801,11,15,-4,0.0
2802,31,20,11,1.0
2803,0,0,0,1.0
2804,10,6,4,1.0
2805,4,2,2,1.0
2806,2,4,-2,0.0
2807,0,0,0,1.0
2808,2,2,0,1.0
2809,4,15,-11,0.0
2810,22,26,-4,0.0
2811,19,27,-8,0.0
2812,11,12,-1,0.0
2813,14,19,-5,0.0
2814,5,11,-6,0.0
2815,0,1,-1,0.0
2816,1,3,-2,0.0
2817,6,6,0,1.0
2818,4,4,0,1.0
2819,2,0,2,1.0
2820,3,5,-2,0.0
2821,14,22,-8,0.0
2822,8,5,3,1.0
2823,15,9,6,1.0
2824,6,6,0,1.0
2825,13,11,2,1.0
2826,7,8,-1,0.0
2827,16,15,1,1.0
2828,7,8,-1,0.0
2829,1,5,-4,0.0
2830,12,5,7,1.0
2831,10,4,6,1.0
2832,1,2,-1,0.0
2833,2,1,1,1.0
2834,28,13,15,1.0
2835,1,0,1,1.0
2836,0,0,0,1.0
2837,23,19,4,1.0
2838,2,1,1,1.0
2839,1,1,0,1.0
2840,1,1,0,1.0
2841,5,2,3,1.0
2842,4,3,1,1.0
2843,2,1,1,1.0
2844,0,0,0,1.0
2845,10,14,-4,0.0
2846,7,5,2,1.0
2847,1,0,1,1.0
2848,2,3,-1,0.0
2849,3,2,1,1.0
2850,10,5,5,1.0
2851,2,1,1,1.0
2852,1,0,1,1.0
2853,13,15,-2,0.0
2854,6,2,4,1.0
2855,6,4,2,1.0
2856,5,5,0,1.0
2857,13,11,2,1.0
2858,13,10,3,1.0
2859,15,10,5,1.0
2860,13,3,10,1.0
2861,4,6,-2,0.0
2862,6,10,-4,0.0
2863,18,19,-1,0.0
2864,8,8,0,1.0
2865,2,1,1,1.0
2866,10,4,6,1.0
2867,10,5,5,1.0
2868,1,0,1,1.0
2869,8,7,1,1.0
2870,10,9,1,1.0
2871,10,12,-2,0.0
2872,3,1,2,1.0
2873,9,11,-2,0.0
2874,2,1,1,1.0
2875,9,9,0,1.0
2876,17,7,10,1.0
2877,5,7,-2,0.0
2878,9,12,-3,0.0
2879,2,6,-4,0.0
2880,0,2,-2,0.0
2881,7,6,1,1.0
2882,3,2,1,1.0
2883,28,44,-16,0.0
2884,0,2,-2,0.0
2885,0,1,-1,0.0
